transaction_amount,transaction_type,account_age_days,num_previous_transactions,country,device_type,is_foreign_transaction,is_high_risk_country,is_anomaly
4463.869402464989,payment,1576,267,Canada,tablet,1,1,0
2701.317787159097,deposit,679,64,UK,tablet,0,0,0
4039.126374268672,deposit,998,494,US,tablet,1,0,1
4481.495586618231,deposit,2667,50,India,tablet,1,1,0
1596.8373401096007,withdrawal,1130,469,Canada,mobile,1,0,0
559.159103393107,payment,2586,255,UK,mobile,1,1,0
1147.396461084289,transfer,470,149,Australia,mobile,1,0,0
2141.267865245019,transfer,950,325,India,desktop,0,1,0
4091.8936819532405,payment,799,304,US,tablet,0,0,0
4305.045610449154,withdrawal,1373,276,UK,mobile,0,0,0
44.69113135064161,withdrawal,1856,357,US,desktop,0,0,0
2558.629039862053,deposit,292,451,US,mobile,1,0,0
2092.880905712407,payment,1607,172,Canada,mobile,0,0,0
1118.317974248944,payment,2714,417,Canada,tablet,1,1,0
608.1281829950772,transfer,2536,201,UK,desktop,1,1,0
1694.6997053041034,payment,1028,445,Australia,tablet,0,1,0
4715.11942252347,withdrawal,729,393,UK,tablet,0,0,0
1622.7826307835685,payment,2379,324,Australia,mobile,0,1,0
2598.7652024993968,transfer,1633,35,US,tablet,0,0,1
3518.0646048869376,deposit,1271,465,India,desktop,1,0,0
1824.5117158726769,transfer,1155,482,UK,tablet,1,0,0
4859.192592777594,transfer,2631,216,UK,tablet,0,1,0
4812.612001761135,deposit,2365,480,Australia,tablet,1,0,0
1266.393656168567,transfer,1220,65,US,mobile,1,1,0
2491.2700444030033,transfer,2698,8,US,desktop,1,1,0
1511.3827659856806,payment,1035,301,Australia,mobile,0,0,0
1431.3540669435633,payment,65,343,US,mobile,1,0,0
194.06586729911865,deposit,773,431,Canada,mobile,0,1,0
3051.726026559685,payment,1794,424,India,mobile,0,1,0
2518.368325912019,payment,382,332,UK,mobile,1,1,0
266.8789687374469,transfer,1952,438,India,desktop,1,1,0
1400.445856540691,withdrawal,102,76,UK,tablet,0,1,0
4542.246770973602,payment,2725,174,Canada,mobile,1,1,0
1205.4138344281923,withdrawal,1406,47,US,mobile,1,0,1
733.0254117352032,payment,1944,15,Australia,desktop,0,1,0
2452.3692737850392,payment,1123,361,Canada,desktop,0,1,0
4928.395766011898,deposit,2502,147,India,tablet,0,1,0
1217.855804842387,deposit,737,26,Australia,desktop,0,1,0
3363.956381555334,deposit,1834,308,US,tablet,1,0,0
3810.4818804903007,withdrawal,2638,93,Canada,mobile,1,0,0
1195.8113445220743,transfer,2905,406,Australia,mobile,0,1,0
3643.7995795731795,payment,985,232,Canada,tablet,0,1,0
1845.2378322690736,payment,2594,21,Canada,desktop,0,1,0
3165.2060946619617,payment,2505,307,US,tablet,1,0,0
3171.3132566968648,withdrawal,189,38,UK,desktop,0,0,0
2683.5156735330447,deposit,2226,276,Australia,mobile,1,0,0
460.5459525714974,transfer,2853,157,US,desktop,0,0,0
4178.159452990298,withdrawal,1765,179,Canada,tablet,0,0,0
1610.692524208962,deposit,1615,132,US,tablet,0,0,0
940.7273668952727,withdrawal,96,311,UK,mobile,1,1,0
213.46795635827195,transfer,2458,455,Australia,desktop,1,0,0
2958.5557865093265,deposit,87,348,UK,desktop,1,0,0
3391.0461655929894,withdrawal,371,28,India,desktop,0,1,0
92.7732663500022,transfer,1183,260,Australia,mobile,1,0,0
2565.344360913412,payment,2804,406,UK,desktop,1,1,0
1140.2139182377105,transfer,1225,76,Canada,tablet,0,0,0
3229.4122241431546,payment,2847,429,Australia,desktop,0,1,0
880.0884807349073,withdrawal,2691,67,Australia,mobile,1,1,0
3457.779313131305,deposit,1262,342,US,desktop,1,1,0
1939.8093780396816,deposit,2431,492,Canada,desktop,1,1,0
4684.282643796305,withdrawal,1524,194,India,tablet,1,1,0
696.2295112885063,deposit,1851,472,UK,desktop,0,0,0
1711.92109174079,deposit,145,162,US,tablet,0,0,0
576.2328709905395,payment,691,347,UK,tablet,0,1,0
4624.221155210028,withdrawal,1495,439,India,mobile,1,1,0
4387.923373371095,transfer,2530,361,India,tablet,1,1,1
1297.1287222986264,payment,1898,257,Australia,tablet,0,0,0
3303.3203897105536,withdrawal,2364,72,India,mobile,0,1,0
4087.938779004067,payment,1046,87,UK,tablet,1,1,0
2780.452049881317,transfer,340,422,Canada,mobile,1,1,0
2652.9563859964724,transfer,237,262,Canada,desktop,0,1,0
1216.842931593254,withdrawal,2695,214,Australia,mobile,0,0,0
474.58281135143704,transfer,2523,153,UK,tablet,0,1,0
4487.1066321871,payment,2747,210,UK,mobile,1,1,0
4503.086105245019,transfer,662,401,India,tablet,1,0,0
3169.176271793607,payment,2132,61,UK,desktop,1,1,0
1701.7586573330163,payment,2989,268,US,mobile,1,1,0
1752.555777317178,transfer,686,262,India,desktop,1,0,0
3632.5188375624944,withdrawal,1453,218,US,tablet,1,0,0
4486.58019716336,deposit,1961,283,Australia,tablet,0,0,0
4436.561257082935,transfer,2592,136,Canada,desktop,0,1,0
3901.578973829543,payment,1709,467,Australia,mobile,1,1,0
3213.737914309896,payment,266,380,Canada,mobile,0,0,0
429.8584253252937,transfer,377,362,Australia,tablet,1,0,0
816.5272833321227,withdrawal,2704,449,UK,desktop,0,0,0
4493.7854007501255,withdrawal,659,441,US,desktop,1,1,0
3036.081007701354,payment,1570,93,Canada,mobile,0,1,0
55.89328756698194,payment,2033,109,India,mobile,0,0,0
516.3429989015002,withdrawal,1301,241,US,mobile,1,1,0
3320.8738278491983,deposit,393,355,India,desktop,1,0,0
35.25730339263124,transfer,2398,424,US,mobile,0,1,0
812.4321765733183,payment,315,142,US,mobile,0,1,0
2748.1816089392646,payment,178,291,Australia,tablet,1,1,0
3462.5570364865393,withdrawal,1137,432,Canada,mobile,0,1,0
3263.286684917977,transfer,2483,237,Canada,mobile,1,0,0
1129.1038542081933,withdrawal,485,340,US,desktop,1,1,0
3563.774314524204,transfer,1796,312,UK,desktop,0,1,0
1193.8729466090324,transfer,829,177,UK,tablet,1,0,0
1633.744493814746,transfer,1214,141,India,mobile,0,1,0
3734.9921115389407,payment,1042,189,India,tablet,0,0,0
3251.6681662456012,deposit,2861,486,Australia,desktop,1,0,0
4247.624818365948,withdrawal,2537,49,US,tablet,0,1,0
3291.488332578713,deposit,1553,302,India,desktop,1,1,0
2845.8599306440033,withdrawal,2815,369,India,tablet,1,0,0
477.43709146218146,transfer,2586,190,US,tablet,1,0,0
1844.9018572665732,payment,510,136,Australia,mobile,0,0,0
1333.35981473181,deposit,1716,43,India,tablet,1,1,0
1227.5083204616271,payment,2191,404,Australia,mobile,0,0,0
4865.322668214703,withdrawal,2826,380,Canada,mobile,1,0,0
1971.5576460871343,payment,1631,353,Australia,mobile,1,0,0
4461.312310333796,payment,2438,90,UK,mobile,1,1,0
3159.381743726342,deposit,370,295,UK,tablet,0,0,0
3976.1084046728256,transfer,2847,341,Australia,desktop,0,1,0
2518.1590945949088,payment,2040,245,UK,desktop,1,1,0
2888.750384285532,transfer,2838,433,Canada,desktop,1,0,0
2467.663292156131,withdrawal,2526,192,US,tablet,0,1,0
984.262509112242,payment,1896,318,UK,mobile,0,0,0
3615.0360551549115,deposit,864,106,UK,desktop,0,1,0
1411.0540885798705,withdrawal,1233,363,Australia,tablet,1,1,0
131.33667249295468,withdrawal,1755,310,Canada,mobile,0,0,0
3230.9067565767673,deposit,1719,382,US,desktop,1,0,0
893.7822902411742,payment,340,233,Australia,mobile,0,0,0
4702.888335921042,payment,291,265,Australia,desktop,1,1,0
4770.103599242911,withdrawal,1472,344,Canada,desktop,1,1,0
4575.173307200038,payment,435,37,US,desktop,1,0,0
1857.0919142746675,transfer,2220,305,Canada,mobile,0,0,0
87.12851647904847,deposit,371,41,US,tablet,0,1,0
4642.309627312749,transfer,1369,17,Canada,mobile,0,1,0
2146.6389001033986,payment,273,344,Australia,desktop,1,1,0
4833.607547027911,withdrawal,519,277,Australia,mobile,1,0,0
4818.463685675371,deposit,41,307,India,tablet,0,1,0
4266.517182782127,payment,590,59,UK,mobile,1,0,0
1479.2999714272325,payment,71,423,Canada,tablet,1,1,0
1931.6376657236071,withdrawal,2755,183,India,tablet,1,1,0
4257.171990869116,withdrawal,623,41,UK,mobile,0,0,0
1591.4408057298256,transfer,1482,39,Canada,desktop,1,0,0
855.7688059636015,deposit,1856,397,US,tablet,0,0,0
2788.4382996671675,deposit,1723,192,UK,mobile,0,1,0
4681.412323062297,withdrawal,163,267,Australia,tablet,0,1,0
3483.1886854081154,transfer,977,494,India,desktop,0,1,0
2854.6052387459313,deposit,102,147,UK,mobile,0,0,0
494.910703916135,withdrawal,428,395,UK,mobile,1,1,0
3078.886061228857,payment,1458,333,Australia,mobile,0,0,0
4950.368712020274,deposit,2655,127,Canada,desktop,0,0,0
709.0192360302549,transfer,2936,46,US,tablet,0,0,0
2596.464965295046,transfer,159,45,Australia,mobile,1,1,0
4388.091628920498,transfer,1841,1,US,tablet,1,1,0
3706.4354025934804,payment,2031,168,Canada,tablet,1,0,1
3488.108547566387,deposit,295,108,UK,desktop,1,1,0
3515.395579095675,deposit,1590,19,US,mobile,0,0,0
1803.8608445865782,payment,2015,332,India,tablet,0,0,0
1475.0233028798218,deposit,822,72,India,mobile,1,1,0
4048.712165837783,payment,2330,456,Australia,mobile,1,0,0
4052.465839449112,payment,2899,445,Canada,desktop,1,0,0
4336.690869714717,payment,1342,109,Australia,mobile,1,1,0
4567.070357256792,transfer,193,268,Australia,mobile,0,0,0
2561.5985703160795,deposit,124,445,Australia,tablet,1,0,0
2512.566310489126,payment,1835,240,India,desktop,1,0,0
3993.492943044208,deposit,2910,417,India,mobile,1,0,0
3253.3200145810483,transfer,1163,301,Australia,tablet,1,0,0
3512.8147175159397,payment,2413,90,India,desktop,1,0,0
3981.0054204861444,withdrawal,851,103,Canada,desktop,1,0,0
4451.1266556696555,transfer,267,476,Australia,tablet,1,1,0
1696.5958326891637,withdrawal,2458,250,India,tablet,0,1,0
1884.1589336733207,deposit,2976,453,US,tablet,0,0,0
478.96987980593633,deposit,2560,8,Australia,tablet,0,0,0
2895.6179035709083,transfer,1990,153,Australia,tablet,0,1,0
189.35194624574302,deposit,2979,347,Canada,mobile,0,1,0
2333.334110480976,withdrawal,1078,174,UK,mobile,0,1,0
2717.7967271908074,payment,1706,343,UK,desktop,1,1,0
1439.8408481201393,payment,2559,158,Canada,mobile,1,1,0
2958.2579702393637,payment,2994,493,Canada,mobile,0,0,0
162.19624719585664,transfer,993,431,Canada,mobile,1,1,0
196.36746185857993,deposit,566,215,UK,tablet,0,1,0
4114.776797691695,withdrawal,1633,177,Canada,desktop,1,1,0
1807.3513006422017,deposit,2009,175,India,desktop,1,0,0
644.0319581329051,deposit,157,340,Australia,desktop,1,0,0
2615.9938676734737,deposit,121,338,Australia,desktop,1,0,0
3852.267829962068,payment,572,146,US,mobile,1,0,0
1086.9469272092474,withdrawal,875,450,US,mobile,1,0,0
3118.2234743368113,withdrawal,1711,324,Australia,tablet,0,0,0
435.8838503189023,deposit,1881,478,India,desktop,0,1,0
267.8917886313524,payment,2524,161,UK,mobile,1,0,0
2661.4596115250583,payment,419,127,UK,mobile,0,0,0
2707.7692568344314,withdrawal,2749,420,India,tablet,1,1,0
3190.775208476051,payment,1914,82,UK,tablet,0,0,0
3633.195755276081,payment,72,485,Canada,tablet,1,1,1
4879.5018765180475,payment,283,147,Australia,mobile,0,1,0
2586.3387380229647,transfer,1113,239,Australia,mobile,1,0,0
1621.5527999768174,deposit,2740,412,India,tablet,0,1,0
3977.9791118958315,withdrawal,2544,424,UK,desktop,1,1,0
1361.4529337977503,withdrawal,2364,84,US,tablet,0,1,0
2200.4673893211243,transfer,1570,113,US,tablet,1,1,0
401.4973428979071,deposit,1983,225,UK,tablet,1,0,0
136.50020964313296,withdrawal,2855,332,US,tablet,1,1,0
4813.615589242846,payment,2422,378,India,mobile,0,0,1
4181.540801355907,withdrawal,671,243,India,desktop,0,1,0
3482.911288407553,payment,2459,143,UK,tablet,0,1,0
2050.675192627207,transfer,719,41,US,desktop,1,1,0
874.7386571535204,payment,1306,423,India,desktop,0,0,0
790.6208429287194,withdrawal,1980,258,India,desktop,1,0,0
1258.7120618413308,withdrawal,1109,447,Canada,tablet,0,0,0
2750.6410568835413,withdrawal,1516,285,Canada,mobile,0,1,0
3575.833654273311,transfer,486,105,India,tablet,0,1,0
3304.384909821479,transfer,1012,202,UK,desktop,0,1,0
1406.8701457602547,deposit,2160,450,Australia,desktop,1,1,0
4774.777750509338,withdrawal,1152,307,Australia,mobile,0,0,0
3692.105614311885,payment,178,331,India,tablet,0,1,0
2776.2267220318895,transfer,1382,461,India,desktop,1,0,0
3062.4865237094177,withdrawal,1209,266,India,mobile,1,1,0
2103.8043115146716,withdrawal,219,398,UK,desktop,0,0,0
1246.1776376107757,transfer,912,210,Canada,mobile,0,0,0
1786.3036664697954,deposit,2340,51,India,mobile,1,1,0
3791.652091217202,transfer,429,118,India,tablet,1,1,0
81.82350826248178,transfer,2841,201,US,desktop,1,0,0
589.202476129512,payment,638,377,UK,tablet,0,1,0
239.55318368854623,payment,1825,39,India,desktop,0,1,0
213.23672357166097,deposit,1668,28,US,tablet,0,0,0
4278.748314214926,withdrawal,1605,259,Australia,desktop,1,0,0
3521.252718306318,transfer,2862,84,India,tablet,1,0,0
2376.127407145753,deposit,2178,454,India,mobile,1,0,0
498.1924616484974,payment,1412,155,US,desktop,0,1,0
2463.1632168329934,transfer,1433,117,UK,desktop,1,0,0
2372.624136195023,withdrawal,849,2,India,mobile,0,0,0
874.2773308509758,payment,849,93,Australia,tablet,1,0,0
2174.9197296974853,payment,449,166,India,desktop,0,1,0
1998.5386246428934,payment,153,387,Australia,desktop,0,0,0
3083.09198928056,deposit,451,400,Canada,tablet,1,1,0
3179.1173178295426,withdrawal,1538,350,Canada,mobile,0,0,0
236.06700876250216,transfer,1627,296,Australia,tablet,1,0,0
1879.3169469860914,deposit,797,258,UK,tablet,0,1,0
3133.0409794140396,deposit,2074,81,India,tablet,1,0,0
2520.6499303146375,deposit,2560,425,India,desktop,1,0,0
4283.884307529728,payment,2596,268,Canada,mobile,0,1,0
3296.8812217785357,withdrawal,2232,419,Australia,mobile,1,0,0
823.0427911363341,deposit,2169,235,India,tablet,0,0,0
362.1380495281449,transfer,1579,321,India,desktop,1,0,0
3215.672198249515,withdrawal,2532,311,UK,tablet,1,0,0
142.29143960269286,transfer,1794,301,US,desktop,1,1,0
2933.020150554582,withdrawal,2074,463,Canada,desktop,1,0,0
4701.748904710538,transfer,2675,474,Canada,desktop,0,1,0
2881.616147600636,payment,539,357,US,desktop,1,0,0
1946.9679317705443,deposit,1236,213,India,mobile,1,1,0
3220.0082100273426,transfer,415,62,UK,desktop,0,0,0
2296.681923552668,withdrawal,1627,49,UK,desktop,0,1,0
2732.6277786865153,deposit,2482,127,Canada,tablet,0,0,1
4707.909395794861,deposit,2323,223,UK,tablet,0,1,0
1936.6521626258634,withdrawal,771,409,US,mobile,0,1,0
4806.340913481332,transfer,2738,279,India,tablet,0,0,0
4527.699703360758,payment,2727,408,US,desktop,1,1,0
986.9977625985892,payment,1941,294,Australia,tablet,0,0,0
356.11289136707563,transfer,1476,284,Canada,mobile,1,0,0
512.8822268733591,deposit,930,277,UK,tablet,0,0,0
100.92691000123314,deposit,2142,438,Australia,tablet,1,0,0
481.2703741720827,deposit,2290,107,UK,mobile,1,0,0
3418.2037993476206,deposit,2039,146,India,mobile,1,1,0
365.23135581654265,transfer,271,420,India,desktop,0,0,0
1601.688395165869,deposit,2570,99,India,tablet,0,0,0
4225.927801737578,withdrawal,2415,429,UK,desktop,0,0,0
126.12695932177107,deposit,2050,375,Australia,tablet,0,0,0
4074.1977281187897,payment,202,73,India,tablet,1,0,0
1416.4553261192657,deposit,701,437,Australia,desktop,0,0,0
599.6424898320647,transfer,193,486,UK,tablet,1,1,0
3486.7184551671116,payment,494,122,Australia,tablet,1,1,0
3148.4248054316213,transfer,526,30,UK,tablet,0,0,0
4388.585347499994,transfer,729,188,UK,mobile,0,1,0
3678.00450858139,payment,2472,364,Canada,desktop,0,0,1
4019.3698426203946,transfer,732,354,UK,mobile,1,0,0
1417.3525171308193,transfer,1970,288,UK,desktop,0,0,0
895.4233234608168,deposit,2385,451,US,desktop,1,0,0
3755.567610687883,withdrawal,1821,195,India,tablet,0,0,0
4036.1053489436476,transfer,212,156,Canada,desktop,1,1,0
4952.62065858336,transfer,658,172,Canada,mobile,0,1,0
2068.962207788018,transfer,2587,335,Canada,mobile,0,1,0
1866.370248105988,deposit,1761,41,US,mobile,1,1,0
3884.3006741025642,withdrawal,575,63,UK,desktop,0,0,0
1710.609665862559,payment,1617,23,India,mobile,0,1,0
4654.479054761788,deposit,653,360,Australia,desktop,0,0,0
4293.4796316966285,deposit,623,75,UK,mobile,0,1,1
2150.680196601342,withdrawal,773,48,US,mobile,0,1,0
3756.846628279572,withdrawal,1798,160,UK,desktop,0,1,0
3775.1689416825648,deposit,1489,313,UK,mobile,0,1,0
524.5881054913037,payment,1978,118,US,tablet,1,0,0
4513.739004331038,deposit,2631,100,Canada,desktop,1,1,0
2531.2093385148073,withdrawal,2098,380,Canada,desktop,0,1,0
4134.0227558776305,payment,2631,417,India,desktop,0,0,0
1607.0475091427527,withdrawal,2474,408,India,tablet,0,0,0
4478.66091019604,payment,2702,167,Canada,desktop,1,1,0
1952.116376883474,transfer,134,290,Australia,mobile,1,0,0
64.07988088668881,withdrawal,2269,440,UK,mobile,0,0,0
4527.8560623321255,withdrawal,46,156,Australia,mobile,1,0,0
465.52051716280647,deposit,422,421,UK,desktop,0,1,0
1603.37505157617,withdrawal,454,7,Canada,mobile,0,0,0
4750.809215583517,withdrawal,2206,196,India,desktop,0,1,0
4753.529663218405,transfer,601,421,India,mobile,0,1,0
2871.455061735198,withdrawal,2106,56,Australia,tablet,1,1,0
3162.867688727298,transfer,1150,321,India,tablet,1,1,0
2247.743154671816,transfer,271,193,Canada,tablet,0,0,0
1473.121750773342,transfer,2309,47,Australia,tablet,1,1,0
1650.0360813958807,transfer,818,148,UK,desktop,1,0,0
3365.8670958244215,payment,744,275,India,mobile,0,1,0
3764.348901894023,deposit,788,157,US,tablet,1,0,0
3959.979428191984,payment,2879,202,India,desktop,0,1,0
3950.1945325448237,withdrawal,805,444,UK,tablet,0,0,0
465.11845421296493,payment,2803,402,Australia,tablet,0,1,0
2477.1573204658816,payment,2277,476,UK,desktop,0,1,0
297.21821248305497,withdrawal,108,419,US,desktop,1,0,0
2752.1491227954402,withdrawal,885,427,Canada,mobile,0,1,1
2213.2372018531514,withdrawal,2544,495,India,mobile,1,1,0
4439.643871963915,payment,2658,479,Australia,tablet,0,1,0
1761.0659126348726,payment,1469,475,Canada,tablet,0,0,0
594.1644119737532,withdrawal,2526,126,UK,mobile,1,1,0
723.528493443651,deposit,2164,395,Australia,mobile,0,1,0
3809.9380522701863,deposit,2178,305,Canada,desktop,1,0,0
3094.908135948143,transfer,1061,369,Australia,mobile,1,0,0
514.6021538527234,withdrawal,874,294,US,mobile,0,0,0
429.6929625138372,transfer,116,64,US,tablet,0,0,0
3507.835965981009,deposit,2120,325,India,mobile,0,0,0
373.0874017573257,transfer,437,392,India,tablet,0,1,0
4111.0816958588775,withdrawal,2741,418,US,mobile,0,1,0
3534.148713510916,withdrawal,1698,176,Australia,desktop,0,1,1
415.93041540307985,withdrawal,177,116,US,mobile,1,0,1
433.34019328510766,payment,2354,440,India,mobile,1,1,0
4933.331496720865,transfer,261,204,US,mobile,0,0,0
1877.6112708230405,deposit,1980,486,US,tablet,1,0,0
1859.5043138637857,deposit,395,321,Australia,desktop,1,1,0
4065.869840614938,deposit,1704,31,Canada,mobile,0,0,0
4736.770401145455,payment,465,388,India,tablet,0,0,0
4930.145308476126,payment,428,113,Australia,desktop,1,1,0
3769.3571444421186,withdrawal,1264,365,US,tablet,0,0,0
1887.5353317992697,deposit,1444,434,US,tablet,1,0,0
426.66857632635714,payment,2576,325,Canada,desktop,0,1,0
3887.9631104779096,withdrawal,2617,414,India,mobile,1,0,0
2796.437206181667,deposit,592,376,India,tablet,1,0,0
2126.8678261424116,transfer,2519,344,UK,tablet,1,1,0
4532.708381622732,withdrawal,1314,443,India,mobile,1,1,0
564.8754367076951,payment,802,67,Canada,mobile,0,1,0
2468.1992704113873,payment,2427,75,UK,desktop,0,1,0
66.65468738942116,withdrawal,2067,45,UK,desktop,1,0,0
2348.61660355069,withdrawal,2597,260,US,desktop,1,0,0
